model,rung,tag,comp,label,pred,conf,route,err
claude-sonnet-4-6,sc_cellsentence,web-rich,in,1,0.82,0.75,SELF,0
claude-sonnet-4-6,sc_cellsentence,web-rich,in,1,0.72,0.75,SELF,0
claude-sonnet-4-6,sc_cellsentence,web-rich,in,1,0.72,0.75,SELF,0
claude-sonnet-4-6,sc_cellsentence,web-rich,in,1,0.72,0.75,SELF,0
claude-sonnet-4-6,sc_cellsentence,web-rich,in,1,0.92,0.85,SELF,0
claude-sonnet-4-6,sc_cellsentence,web-rich,in,1,0.95,0.9,SELF,0
claude-sonnet-4-6,sc_cellsentence,web-rich,in,1,0.93,0.85,SELF,0
claude-sonnet-4-6,sc_cellsentence,web-rich,in,1,0.82,0.75,SELF,0
claude-sonnet-4-6,sc_cellsentence,web-rich,in,1,0.95,0.92,SELF,0
claude-sonnet-4-6,sc_cellsentence,web-rich,in,1,0.72,0.75,SELF,0
claude-sonnet-4-6,sc_cellsentence,web-rich,in,0,0.02,0.85,SELF,0
claude-sonnet-4-6,sc_cellsentence,web-rich,in,0,0.62,0.72,SELF,1
claude-sonnet-4-6,sc_cellsentence,web-rich,in,0,0.02,0.85,SELF,0
claude-sonnet-4-6,sc_cellsentence,web-rich,in,0,0.02,0.85,SELF,0
claude-sonnet-4-6,sc_cellsentence,web-rich,in,0,0.04,0.85,SELF,0
claude-sonnet-4-6,sc_cellsentence,web-rich,in,0,0.03,0.85,SELF,0
claude-sonnet-4-6,sc_cellsentence,web-rich,in,0,0.02,0.92,SELF,0
claude-sonnet-4-6,sc_cellsentence,web-rich,in,0,0.02,0.92,SELF,0
claude-sonnet-4-6,sc_cellsentence,web-rich,in,0,0.35,0.6,SELF,0
claude-sonnet-4-6,sc_cellsentence,web-rich,in,0,0.02,0.92,SELF,0
claude-sonnet-4-6,sc_cellsentence,web-rich,in,0,0.02,0.92,SELF,0
claude-sonnet-4-6,sc_cellsentence,web-rich,in,0,0.02,0.91,SELF,0
claude-sonnet-4-6,sc_cellsentence,web-rich,in,0,0.02,0.85,SELF,0
claude-sonnet-4-6,sc_cellsentence,web-rich,in,0,0.35,0.72,SELF,0
claude-sonnet-4-6,sc_cellsentence,web-rich,in,0,0.03,0.82,SELF,0
claude-sonnet-4-6,sc_cellsentence,web-rich,in,0,0.02,0.92,SELF,0
claude-sonnet-4-6,sc_cellsentence,web-rich,in,0,0.02,0.91,SELF,0
claude-sonnet-4-6,sc_cellsentence,web-rich,in,0,0.04,0.82,SELF,0
claude-sonnet-4-6,sc_cellsentence,web-rich,in,0,0.02,0.85,SELF,0
claude-sonnet-4-6,sc_cellsentence,web-rich,in,0,0.15,0.65,SELF,0
claude-sonnet-4-6,sc_cellsentence,web-rich,in,0,0.03,0.85,SELF,0
claude-sonnet-4-6,sc_cellsentence,web-rich,in,0,0.02,0.91,SELF,0
claude-sonnet-4-6,sc_cellsentence,web-rich,in,0,0.02,0.85,SELF,0
claude-sonnet-4-6,sc_cellsentence,web-rich,in,0,0.35,0.75,SELF,0
claude-sonnet-4-6,sc_cellsentence,web-rich,in,0,0.02,0.91,SELF,0
claude-sonnet-4-6,sc_cellsentence,web-rich,in,0,0.03,0.85,SELF,0
claude-sonnet-4-6,sc_cellsentence,web-rich,in,0,0.72,0.75,SELF,1
claude-sonnet-4-6,sc_cellsentence,web-rich,in,0,0.02,0.91,SELF,0
claude-sonnet-4-6,sc_cellsentence,web-rich,in,0,0.02,0.92,SELF,0
claude-sonnet-4-6,sc_cellsentence,web-rich,in,0,0.03,0.85,SELF,0
claude-sonnet-4-6,sc_cellsentence,web-rich,in,0,0.02,0.92,SELF,0
claude-sonnet-4-6,sc_cellsentence,web-rich,in,0,0.03,0.85,SELF,0
claude-sonnet-4-6,sc_cellsentence,web-rich,in,0,0.82,0.78,SELF,1
claude-sonnet-4-6,sc_cellsentence,web-rich,in,0,0.02,0.91,SELF,0
claude-sonnet-4-6,sc_cellsentence,web-rich,in,0,0.82,0.75,SELF,1
claude-sonnet-4-6,sc_cellsentence,web-rich,in,0,0.02,0.92,SELF,0
claude-sonnet-4-6,sc_cellsentence,web-rich,in,0,0.02,0.85,SELF,0
claude-sonnet-4-6,sc_cellsentence,web-rich,in,0,0.03,0.82,SELF,0
claude-sonnet-4-6,sc_cellsentence,web-rich,in,0,0.08,0.82,SELF,0
claude-sonnet-4-6,sc_cellsentence,web-rich,in,0,0.02,0.91,SELF,0
claude-sonnet-4-6,msa_conserv,web-rich,in,1,0.62,0.55,SELF,0
claude-sonnet-4-6,msa_conserv,web-rich,in,1,0.82,0.75,SELF,0
claude-sonnet-4-6,msa_conserv,web-rich,in,1,0.92,0.85,SELF,0
claude-sonnet-4-6,msa_conserv,web-rich,in,1,0.82,0.75,SELF,0
claude-sonnet-4-6,msa_conserv,web-rich,in,1,0.82,0.75,SELF,0
claude-sonnet-4-6,msa_conserv,web-rich,in,1,0.15,0.45,SELF,1
claude-sonnet-4-6,msa_conserv,web-rich,in,1,0.35,0.6,SELF,1
claude-sonnet-4-6,msa_conserv,web-rich,in,1,0.92,0.85,SELF,0
claude-sonnet-4-6,msa_conserv,web-rich,in,1,0.82,0.75,SELF,0
claude-sonnet-4-6,msa_conserv,web-rich,in,1,0.72,0.75,SELF,0
claude-sonnet-4-6,msa_conserv,web-rich,in,1,0.82,0.75,SELF,0
claude-sonnet-4-6,msa_conserv,web-rich,in,1,0.82,0.75,SELF,0
claude-sonnet-4-6,msa_conserv,web-rich,in,1,0.82,0.75,SELF,0
claude-sonnet-4-6,msa_conserv,web-rich,in,1,0.82,0.75,SELF,0
claude-sonnet-4-6,msa_conserv,web-rich,in,1,0.72,0.6,SELF,0
claude-sonnet-4-6,msa_conserv,web-rich,in,1,0.82,0.75,SELF,0
claude-sonnet-4-6,msa_conserv,web-rich,in,1,0.15,0.6,SELF,1
claude-sonnet-4-6,msa_conserv,web-rich,in,1,0.97,0.92,SELF,0
claude-sonnet-4-6,msa_conserv,web-rich,in,1,0.82,0.75,SELF,0
claude-sonnet-4-6,msa_conserv,web-rich,in,1,0.82,0.75,SELF,0
claude-sonnet-4-6,msa_conserv,web-rich,in,1,0.35,0.6,SELF,1
claude-sonnet-4-6,msa_conserv,web-rich,in,1,0.82,0.75,SELF,0
claude-sonnet-4-6,msa_conserv,web-rich,in,1,0.72,0.6,SELF,0
claude-sonnet-4-6,msa_conserv,web-rich,in,1,0.72,0.6,SELF,0
claude-sonnet-4-6,msa_conserv,web-rich,in,1,0.82,0.75,SELF,0
claude-sonnet-4-6,msa_conserv,web-rich,in,1,0.82,0.75,SELF,0
claude-sonnet-4-6,msa_conserv,web-rich,in,1,0.82,0.75,SELF,0
claude-sonnet-4-6,msa_conserv,web-rich,in,1,0.85,0.72,SELF,0
claude-sonnet-4-6,msa_conserv,web-rich,in,1,0.82,0.75,SELF,0
claude-sonnet-4-6,msa_conserv,web-rich,in,1,0.72,0.4,DEFER,0
claude-sonnet-4-6,msa_conserv,web-rich,in,1,0.72,0.6,SELF,0
claude-sonnet-4-6,msa_conserv,web-rich,in,1,0.97,0.95,SELF,0
claude-sonnet-4-6,msa_conserv,web-rich,in,1,0.72,0.6,SELF,0
claude-sonnet-4-6,msa_conserv,web-rich,in,1,0.82,0.75,SELF,0
claude-sonnet-4-6,msa_conserv,web-rich,in,1,0.35,0.55,SELF,1
claude-sonnet-4-6,msa_conserv,web-rich,in,1,0.72,0.6,SELF,0
claude-sonnet-4-6,msa_conserv,web-rich,in,1,0.82,0.75,SELF,0
claude-sonnet-4-6,msa_conserv,web-rich,in,1,0.72,0.6,SELF,0
claude-sonnet-4-6,msa_conserv,web-rich,in,1,0.82,0.75,SELF,0
claude-sonnet-4-6,msa_conserv,web-rich,in,1,0.35,0.5,SELF,1
claude-sonnet-4-6,msa_conserv,web-rich,in,0,0.15,0.4,SELF,0
claude-sonnet-4-6,msa_conserv,web-rich,in,0,0.15,0.6,SELF,0
claude-sonnet-4-6,msa_conserv,web-rich,in,0,0.35,0.6,SELF,0
claude-sonnet-4-6,msa_conserv,web-rich,in,0,0.15,0.5,SELF,0
claude-sonnet-4-6,msa_conserv,web-rich,in,0,0.82,0.6,SELF,1
claude-sonnet-4-6,msa_conserv,web-rich,in,0,0.15,0.6,SELF,0
claude-sonnet-4-6,msa_conserv,web-rich,in,0,0.15,0.4,SELF,0
claude-sonnet-4-6,msa_conserv,web-rich,in,0,0.15,0.4,SELF,0
claude-sonnet-4-6,msa_conserv,web-rich,in,0,0.38,0.4,SELF,0
claude-sonnet-4-6,msa_conserv,web-rich,in,0,0.15,0.4,SELF,0
claude-sonnet-4-6,msa_conserv,web-rich,in,0,0.35,0.6,SELF,0
claude-sonnet-4-6,msa_conserv,web-rich,in,0,0.15,0.4,SELF,0
claude-sonnet-4-6,msa_conserv,web-rich,in,0,0.38,0.55,SELF,0
claude-sonnet-4-6,msa_conserv,web-rich,in,0,0.72,0.75,SELF,1
claude-sonnet-4-6,msa_conserv,web-rich,in,0,0.12,0.6,SELF,0
claude-sonnet-4-6,msa_conserv,web-rich,in,0,0.15,0.6,SELF,0
claude-sonnet-4-6,msa_conserv,web-rich,in,0,0.35,0.4,SELF,0
claude-sonnet-4-6,msa_conserv,web-rich,in,0,0.15,0.4,SELF,0
claude-sonnet-4-6,msa_conserv,web-rich,in,0,0.35,0.4,SELF,0
claude-sonnet-4-6,msa_conserv,web-rich,in,0,0.62,0.72,SELF,1
claude-sonnet-4-6,msa_conserv,web-rich,in,0,0.22,0.55,SELF,0
claude-sonnet-4-6,msa_conserv,web-rich,in,0,0.08,0.6,SELF,0
claude-sonnet-4-6,msa_conserv,web-rich,in,0,0.35,0.5,SELF,0
claude-sonnet-4-6,msa_conserv,web-rich,in,0,0.15,0.4,SELF,0
claude-sonnet-4-6,msa_conserv,web-rich,in,0,0.12,0.5,SELF,0
claude-sonnet-4-6,msa_conserv,web-rich,in,0,0.15,0.4,SELF,0
claude-sonnet-4-6,msa_conserv,web-rich,in,0,0.15,0.4,SELF,0
claude-sonnet-4-6,msa_conserv,web-rich,in,0,0.35,0.4,SELF,0
claude-sonnet-4-6,msa_conserv,web-rich,in,0,0.72,0.6,SELF,1
claude-sonnet-4-6,msa_conserv,web-rich,in,0,0.35,0.4,SELF,0
claude-sonnet-4-6,msa_conserv,web-rich,in,0,0.15,0.4,SELF,0
claude-sonnet-4-6,msa_conserv,web-rich,in,0,0.55,0.6,SELF,1
claude-sonnet-4-6,msa_conserv,web-rich,in,0,0.35,0.4,SELF,0
claude-sonnet-4-6,msa_conserv,web-rich,in,0,0.08,0.55,SELF,0
claude-sonnet-4-6,msa_conserv,web-rich,in,0,0.15,0.4,SELF,0
claude-sonnet-4-6,msa_conserv,web-rich,in,0,0.35,0.55,SELF,0
claude-sonnet-4-6,msa_conserv,web-rich,in,0,0.25,0.55,SELF,0
claude-sonnet-4-6,msa_conserv,web-rich,in,0,0.15,0.6,SELF,0
claude-sonnet-4-6,msa_conserv,web-rich,in,0,0.15,0.6,SELF,0
claude-sonnet-4-6,msa_conserv,web-rich,in,0,0.35,0.4,SELF,0
claude-sonnet-4-6,dna_promoter,web-rich,in,1,0.35,0.4,SELF,1
claude-sonnet-4-6,dna_promoter,web-rich,in,1,0.72,0.45,DEFER,0
claude-sonnet-4-6,dna_promoter,web-rich,in,1,0.72,0.55,SELF,0
claude-sonnet-4-6,dna_promoter,web-rich,in,1,0.72,0.55,SELF,0
claude-sonnet-4-6,dna_promoter,web-rich,in,1,0.12,0.45,SELF,1
claude-sonnet-4-6,dna_promoter,web-rich,in,1,0.35,0.4,SELF,1
claude-sonnet-4-6,dna_promoter,web-rich,in,1,0.72,0.55,SELF,0
claude-sonnet-4-6,dna_promoter,web-rich,in,1,0.72,0.55,SELF,0
claude-sonnet-4-6,dna_promoter,web-rich,in,1,0.72,0.45,DEFER,0
claude-sonnet-4-6,dna_promoter,web-rich,in,1,0.82,0.65,SELF,0
claude-sonnet-4-6,dna_promoter,web-rich,in,1,0.72,0.55,SELF,0
claude-sonnet-4-6,dna_promoter,web-rich,in,1,0.12,0.45,SELF,1
claude-sonnet-4-6,dna_promoter,web-rich,in,1,0.82,0.55,SELF,0
claude-sonnet-4-6,dna_promoter,web-rich,in,1,0.12,0.45,SELF,1
claude-sonnet-4-6,dna_promoter,web-rich,in,1,0.82,0.72,SELF,0
claude-sonnet-4-6,dna_promoter,web-rich,in,1,0.35,0.45,SELF,1
claude-sonnet-4-6,dna_promoter,web-rich,in,1,0.35,0.45,SELF,1
claude-sonnet-4-6,dna_promoter,web-rich,in,1,0.12,0.45,SELF,1
claude-sonnet-4-6,dna_promoter,web-rich,in,1,0.82,0.72,SELF,0
claude-sonnet-4-6,dna_promoter,web-rich,in,1,0.35,0.4,SELF,1
claude-sonnet-4-6,dna_promoter,web-rich,in,1,0.82,0.71,SELF,0
claude-sonnet-4-6,dna_promoter,web-rich,in,1,0.72,0.55,SELF,0
claude-sonnet-4-6,dna_promoter,web-rich,in,1,0.82,0.61,SELF,0
claude-sonnet-4-6,dna_promoter,web-rich,in,1,0.72,0.45,DEFER,0
claude-sonnet-4-6,dna_promoter,web-rich,in,1,0.82,0.55,SELF,0
claude-sonnet-4-6,dna_promoter,web-rich,in,1,0.12,0.45,SELF,1
claude-sonnet-4-6,dna_promoter,web-rich,in,1,0.35,0.45,SELF,1
claude-sonnet-4-6,dna_promoter,web-rich,in,1,0.82,0.72,SELF,0
claude-sonnet-4-6,dna_promoter,web-rich,in,1,0.05,0.4,SELF,1
claude-sonnet-4-6,dna_promoter,web-rich,in,1,0.72,0.45,DEFER,0
claude-sonnet-4-6,dna_promoter,web-rich,in,1,0.82,0.61,SELF,0
claude-sonnet-4-6,dna_promoter,web-rich,in,1,0.72,0.45,DEFER,0
claude-sonnet-4-6,dna_promoter,web-rich,in,1,0.82,0.55,SELF,0
claude-sonnet-4-6,dna_promoter,web-rich,in,1,0.82,0.65,SELF,0
claude-sonnet-4-6,dna_promoter,web-rich,in,1,0.12,0.35,DEFER,1
claude-sonnet-4-6,dna_promoter,web-rich,in,1,0.72,0.45,DEFER,0
claude-sonnet-4-6,dna_promoter,web-rich,in,1,0.82,0.72,SELF,0
claude-sonnet-4-6,dna_promoter,web-rich,in,1,0.82,0.72,SELF,0
claude-sonnet-4-6,dna_promoter,web-rich,in,1,0.82,0.72,SELF,0
claude-sonnet-4-6,dna_promoter,web-rich,in,1,0.82,0.65,SELF,0
claude-sonnet-4-6,dna_promoter,web-rich,in,0,0.15,0.4,SELF,0
claude-sonnet-4-6,dna_promoter,web-rich,in,0,0.12,0.45,SELF,0
claude-sonnet-4-6,dna_promoter,web-rich,in,0,0.35,0.4,SELF,0
claude-sonnet-4-6,dna_promoter,web-rich,in,0,0.12,0.4,SELF,0
claude-sonnet-4-6,dna_promoter,web-rich,in,0,0.12,0.35,DEFER,0
claude-sonnet-4-6,dna_promoter,web-rich,in,0,0.12,0.45,SELF,0
claude-sonnet-4-6,dna_promoter,web-rich,in,0,0.12,0.35,SELF,0
claude-sonnet-4-6,dna_promoter,web-rich,in,0,0.15,0.4,SELF,0
claude-sonnet-4-6,dna_promoter,web-rich,in,0,0.15,0.45,SELF,0
claude-sonnet-4-6,dna_promoter,web-rich,in,0,0.12,0.35,SELF,0
claude-sonnet-4-6,dna_promoter,web-rich,in,0,0.35,0.45,SELF,0
claude-sonnet-4-6,dna_promoter,web-rich,in,0,0.35,0.45,SELF,0
claude-sonnet-4-6,dna_promoter,web-rich,in,0,0.78,0.55,SELF,1
claude-sonnet-4-6,dna_promoter,web-rich,in,0,0.12,0.35,DEFER,0
claude-sonnet-4-6,dna_promoter,web-rich,in,0,0.15,0.45,SELF,0
claude-sonnet-4-6,dna_promoter,web-rich,in,0,0.35,0.4,SELF,0
claude-sonnet-4-6,dna_promoter,web-rich,in,0,0.08,0.45,SELF,0
claude-sonnet-4-6,dna_promoter,web-rich,in,0,0.12,0.35,SELF,0
claude-sonnet-4-6,dna_promoter,web-rich,in,0,0.35,0.45,SELF,0
claude-sonnet-4-6,dna_promoter,web-rich,in,0,0.35,0.4,DEFER,0
claude-sonnet-4-6,dna_promoter,web-rich,in,0,0.12,0.45,SELF,0
claude-sonnet-4-6,dna_promoter,web-rich,in,0,0.72,0.55,SELF,1
claude-sonnet-4-6,dna_promoter,web-rich,in,0,0.12,0.35,DEFER,0
claude-sonnet-4-6,dna_promoter,web-rich,in,0,0.35,0.4,DEFER,0
claude-sonnet-4-6,dna_promoter,web-rich,in,0,0.35,0.4,DEFER,0
claude-sonnet-4-6,dna_promoter,web-rich,in,0,0.08,0.45,SELF,0
claude-sonnet-4-6,dna_promoter,web-rich,in,0,0.15,0.35,DEFER,0
claude-sonnet-4-6,dna_promoter,web-rich,in,0,0.62,0.45,DEFER,1
claude-sonnet-4-6,dna_promoter,web-rich,in,0,0.12,0.35,DEFER,0
claude-sonnet-4-6,dna_promoter,web-rich,in,0,0.35,0.45,SELF,0
claude-sonnet-4-6,dna_promoter,web-rich,in,0,0.15,0.35,SELF,0
claude-sonnet-4-6,dna_promoter,web-rich,in,0,0.12,0.45,SELF,0
claude-sonnet-4-6,dna_promoter,web-rich,in,0,0.12,0.45,SELF,0
claude-sonnet-4-6,dna_promoter,web-rich,in,0,0.72,0.55,SELF,1
claude-sonnet-4-6,dna_promoter,web-rich,in,0,0.62,0.45,SELF,1
claude-sonnet-4-6,dna_promoter,web-rich,in,0,0.35,0.45,SELF,0
claude-sonnet-4-6,dna_promoter,web-rich,in,0,0.12,0.45,SELF,0
claude-sonnet-4-6,dna_promoter,web-rich,in,0,0.35,0.4,DEFER,0
claude-sonnet-4-6,dna_promoter,web-rich,in,0,0.15,0.45,SELF,0
claude-sonnet-4-6,dna_promoter,web-rich,in,0,0.35,0.4,DEFER,0
claude-sonnet-4-6,sc_anon,web-zero,out,1,0.25,0.15,DEFER,1
claude-sonnet-4-6,sc_anon,web-zero,out,1,0.5,0.05,DEFER,1
claude-sonnet-4-6,sc_anon,web-zero,out,1,0.25,0.2,DEFER,1
claude-sonnet-4-6,sc_anon,web-zero,out,1,0.35,0.15,DEFER,1
claude-sonnet-4-6,sc_anon,web-zero,out,1,0.5,0.1,DEFER,1
claude-sonnet-4-6,sc_anon,web-zero,out,1,0.5,0.05,DEFER,1
claude-sonnet-4-6,sc_anon,web-zero,out,1,0.25,0.15,DEFER,1
claude-sonnet-4-6,sc_anon,web-zero,out,1,0.5,0.1,DEFER,1
claude-sonnet-4-6,sc_anon,web-zero,out,1,0.5,0.1,DEFER,1
claude-sonnet-4-6,sc_anon,web-zero,out,1,0.35,0.15,DEFER,1
claude-sonnet-4-6,sc_anon,web-zero,out,1,0.25,0.15,DEFER,1
claude-sonnet-4-6,sc_anon,web-zero,out,1,0.25,0.15,DEFER,1
claude-sonnet-4-6,sc_anon,web-zero,out,1,0.5,0.05,DEFER,1
claude-sonnet-4-6,sc_anon,web-zero,out,1,0.5,0.1,DEFER,1
claude-sonnet-4-6,sc_anon,web-zero,out,1,0.5,0.1,DEFER,1
claude-sonnet-4-6,sc_anon,web-zero,out,1,0.5,0.1,DEFER,1
claude-sonnet-4-6,sc_anon,web-zero,out,1,0.5,0.1,DEFER,1
claude-sonnet-4-6,sc_anon,web-zero,out,1,0.5,0.05,DEFER,1
claude-sonnet-4-6,sc_anon,web-zero,out,1,0.5,0.05,DEFER,1
claude-sonnet-4-6,sc_anon,web-zero,out,1,0.5,0.1,DEFER,1
claude-sonnet-4-6,sc_anon,web-zero,out,1,0.25,0.1,DEFER,1
claude-sonnet-4-6,sc_anon,web-zero,out,1,0.25,0.1,DEFER,1
claude-sonnet-4-6,sc_anon,web-zero,out,1,0.25,0.15,DEFER,1
claude-sonnet-4-6,sc_anon,web-zero,out,1,0.25,0.15,DEFER,1
claude-sonnet-4-6,sc_anon,web-zero,out,1,0.5,0.05,DEFER,1
claude-sonnet-4-6,sc_anon,web-zero,out,1,0.25,0.15,DEFER,1
claude-sonnet-4-6,sc_anon,web-zero,out,1,0.5,0.05,DEFER,1
claude-sonnet-4-6,sc_anon,web-zero,out,1,0.5,0.1,DEFER,1
claude-sonnet-4-6,sc_anon,web-zero,out,1,0.5,0.1,DEFER,1
claude-sonnet-4-6,sc_anon,web-zero,out,1,0.5,0.05,DEFER,1
claude-sonnet-4-6,sc_anon,web-zero,out,1,0.5,0.05,DEFER,1
claude-sonnet-4-6,sc_anon,web-zero,out,1,0.25,0.15,DEFER,1
claude-sonnet-4-6,sc_anon,web-zero,out,1,0.5,0.05,DEFER,1
claude-sonnet-4-6,sc_anon,web-zero,out,1,0.5,0.05,DEFER,1
claude-sonnet-4-6,sc_anon,web-zero,out,1,0.5,0.1,DEFER,1
claude-sonnet-4-6,sc_anon,web-zero,out,1,0.25,0.15,DEFER,1
claude-sonnet-4-6,sc_anon,web-zero,out,1,0.25,0.1,DEFER,1
claude-sonnet-4-6,sc_anon,web-zero,out,1,0.25,0.1,DEFER,1
claude-sonnet-4-6,sc_anon,web-zero,out,1,0.5,0.05,DEFER,1
claude-sonnet-4-6,sc_anon,web-zero,out,1,0.5,0.1,DEFER,1
claude-sonnet-4-6,sc_anon,web-zero,out,0,0.25,0.15,DEFER,0
claude-sonnet-4-6,sc_anon,web-zero,out,0,0.25,0.1,DEFER,0
claude-sonnet-4-6,sc_anon,web-zero,out,0,0.5,0.05,DEFER,0
claude-sonnet-4-6,sc_anon,web-zero,out,0,0.25,0.15,DEFER,0
claude-sonnet-4-6,sc_anon,web-zero,out,0,0.5,0.1,DEFER,0
claude-sonnet-4-6,sc_anon,web-zero,out,0,0.5,0.1,DEFER,0
claude-sonnet-4-6,sc_anon,web-zero,out,0,0.5,0.05,DEFER,0
claude-sonnet-4-6,sc_anon,web-zero,out,0,0.5,0.1,DEFER,0
claude-sonnet-4-6,sc_anon,web-zero,out,0,0.35,0.15,DEFER,0
claude-sonnet-4-6,sc_anon,web-zero,out,0,0.5,0.05,DEFER,0
claude-sonnet-4-6,sc_anon,web-zero,out,0,0.5,0.05,DEFER,0
claude-sonnet-4-6,sc_anon,web-zero,out,0,0.5,0.1,DEFER,0
claude-sonnet-4-6,sc_anon,web-zero,out,0,0.5,0.1,DEFER,0
claude-sonnet-4-6,sc_anon,web-zero,out,0,0.5,0.1,DEFER,0
claude-sonnet-4-6,sc_anon,web-zero,out,0,0.5,0.1,DEFER,0
claude-sonnet-4-6,sc_anon,web-zero,out,0,0.5,0.05,DEFER,0
claude-sonnet-4-6,sc_anon,web-zero,out,0,0.5,0.1,DEFER,0
claude-sonnet-4-6,sc_anon,web-zero,out,0,0.25,0.15,DEFER,0
claude-sonnet-4-6,sc_anon,web-zero,out,0,0.25,0.1,DEFER,0
claude-sonnet-4-6,sc_anon,web-zero,out,0,0.5,0.05,DEFER,0
claude-sonnet-4-6,sc_anon,web-zero,out,0,0.5,0.1,DEFER,0
claude-sonnet-4-6,sc_anon,web-zero,out,0,0.5,0.1,DEFER,0
claude-sonnet-4-6,sc_anon,web-zero,out,0,0.5,0.1,DEFER,0
claude-sonnet-4-6,sc_anon,web-zero,out,0,0.5,0.1,DEFER,0
claude-sonnet-4-6,sc_anon,web-zero,out,0,0.5,0.05,DEFER,0
claude-sonnet-4-6,sc_anon,web-zero,out,0,0.5,0.05,DEFER,0
claude-sonnet-4-6,sc_anon,web-zero,out,0,0.25,0.15,DEFER,0
claude-sonnet-4-6,sc_anon,web-zero,out,0,0.5,0.1,DEFER,0
claude-sonnet-4-6,sc_anon,web-zero,out,0,0.5,0.05,DEFER,0
claude-sonnet-4-6,sc_anon,web-zero,out,0,0.25,0.15,DEFER,0
claude-sonnet-4-6,sc_anon,web-zero,out,0,0.25,0.15,DEFER,0
claude-sonnet-4-6,sc_anon,web-zero,out,0,0.5,0.05,DEFER,0
claude-sonnet-4-6,sc_anon,web-zero,out,0,0.5,0.05,DEFER,0
claude-sonnet-4-6,sc_anon,web-zero,out,0,0.25,0.15,DEFER,0
claude-sonnet-4-6,sc_anon,web-zero,out,0,0.5,0.05,DEFER,0
claude-sonnet-4-6,sc_anon,web-zero,out,0,0.5,0.05,DEFER,0
claude-sonnet-4-6,sc_anon,web-zero,out,0,0.5,0.05,DEFER,0
claude-sonnet-4-6,sc_anon,web-zero,out,0,0.5,0.1,DEFER,0
claude-sonnet-4-6,sc_anon,web-zero,out,0,0.5,0.1,DEFER,0
claude-sonnet-4-6,sc_anon,web-zero,out,0,0.5,0.05,DEFER,0
claude-sonnet-4-6,smiles_herg,web-zero-out,out,1,0.55,0.45,DEFER,0
claude-sonnet-4-6,smiles_herg,web-zero-out,out,1,0.15,0.55,SELF,1
claude-sonnet-4-6,smiles_herg,web-zero-out,out,1,0.82,0.72,SELF,0
claude-sonnet-4-6,smiles_herg,web-zero-out,out,1,0.55,0.65,SELF,0
claude-sonnet-4-6,smiles_herg,web-zero-out,out,1,0.72,0.75,SELF,0
claude-sonnet-4-6,smiles_herg,web-zero-out,out,1,0.85,0.75,SELF,0
claude-sonnet-4-6,smiles_herg,web-zero-out,out,1,0.85,0.72,SELF,0
claude-sonnet-4-6,smiles_herg,web-zero-out,out,1,0.85,0.72,SELF,0
claude-sonnet-4-6,smiles_herg,web-zero-out,out,1,0.85,0.72,SELF,0
claude-sonnet-4-6,smiles_herg,web-zero-out,out,1,0.85,0.72,SELF,0
claude-sonnet-4-6,smiles_herg,web-zero-out,out,1,0.22,0.6,SELF,1
claude-sonnet-4-6,smiles_herg,web-zero-out,out,1,0.82,0.72,SELF,0
claude-sonnet-4-6,smiles_herg,web-zero-out,out,1,0.12,0.65,SELF,1
claude-sonnet-4-6,smiles_herg,web-zero-out,out,1,0.85,0.72,SELF,0
claude-sonnet-4-6,smiles_herg,web-zero-out,out,1,0.85,0.72,SELF,0
claude-sonnet-4-6,smiles_herg,web-zero-out,out,1,0.55,0.55,SELF,0
claude-sonnet-4-6,smiles_herg,web-zero-out,out,1,0.72,0.55,SELF,0
claude-sonnet-4-6,smiles_herg,web-zero-out,out,1,0.82,0.75,SELF,0
claude-sonnet-4-6,smiles_herg,web-zero-out,out,1,0.72,0.62,SELF,0
claude-sonnet-4-6,smiles_herg,web-zero-out,out,1,0.18,0.62,SELF,1
claude-sonnet-4-6,smiles_herg,web-zero-out,out,1,0.35,0.6,SELF,1
claude-sonnet-4-6,smiles_herg,web-zero-out,out,1,0.72,0.75,SELF,0
claude-sonnet-4-6,smiles_herg,web-zero-out,out,1,0.35,0.6,SELF,1
claude-sonnet-4-6,smiles_herg,web-zero-out,out,1,0.18,0.6,SELF,1
claude-sonnet-4-6,smiles_herg,web-zero-out,out,1,0.55,0.6,SELF,0
claude-sonnet-4-6,smiles_herg,web-zero-out,out,1,0.72,0.75,SELF,0
claude-sonnet-4-6,smiles_herg,web-zero-out,out,1,0.82,0.75,SELF,0
claude-sonnet-4-6,smiles_herg,web-zero-out,out,1,0.15,0.6,SELF,1
claude-sonnet-4-6,smiles_herg,web-zero-out,out,1,0.15,0.6,SELF,1
claude-sonnet-4-6,smiles_herg,web-zero-out,out,1,0.72,0.75,SELF,0
claude-sonnet-4-6,smiles_herg,web-zero-out,out,1,0.12,0.6,SELF,1
claude-sonnet-4-6,smiles_herg,web-zero-out,out,1,0.62,0.72,SELF,0
claude-sonnet-4-6,smiles_herg,web-zero-out,out,1,0.85,0.78,SELF,0
claude-sonnet-4-6,smiles_herg,web-zero-out,out,1,0.72,0.65,SELF,0
claude-sonnet-4-6,smiles_herg,web-zero-out,out,1,0.82,0.72,SELF,0
claude-sonnet-4-6,smiles_herg,web-zero-out,out,1,0.12,0.72,SELF,1
claude-sonnet-4-6,smiles_herg,web-zero-out,out,1,0.72,0.75,SELF,0
claude-sonnet-4-6,smiles_herg,web-zero-out,out,1,0.18,0.55,SELF,1
